date,symbol,close
2022-10-24,PCAR,53.18082046508789
2022-10-25,PCAR,53.019004821777344
2022-10-26,PCAR,53.6316032409668
2022-10-27,PCAR,54.4002571105957
2022-10-28,PCAR,55.65435028076172
2022-10-31,PCAR,55.96064758300781
2022-11-01,PCAR,56.03000259399414
2022-11-02,PCAR,55.307594299316406
2022-11-03,PCAR,56.04734420776367
2022-11-04,PCAR,57.28411865234375
2022-11-07,PCAR,57.2956657409668
2022-11-08,PCAR,58.11053466796875
2022-11-09,PCAR,57.65398406982422
2022-11-10,PCAR,58.89651870727539
2022-11-11,PCAR,59.306846618652344
2022-11-14,PCAR,59.35905456542969
2022-11-15,PCAR,59.614261627197266
2022-11-16,PCAR,59.97386932373047
2022-11-17,PCAR,60.03767013549805
2022-11-18,PCAR,60.24647903442383
2022-11-21,PCAR,60.53069305419922
2022-11-22,PCAR,61.4935302734375
2022-11-23,PCAR,61.41810989379883
2022-11-25,PCAR,60.919288635253906
2022-11-28,PCAR,60.095664978027344
2022-11-29,PCAR,60.472694396972656
2022-11-30,PCAR,61.429725646972656
2022-12-01,PCAR,61.45292282104492
2022-12-02,PCAR,61.360107421875
2022-12-05,PCAR,59.950687408447266
2022-12-06,PCAR,60.13047409057617
2022-12-07,PCAR,60.6060905456543
2022-12-08,PCAR,60.095664978027344
2022-12-09,PCAR,58.732635498046875
2022-12-12,PCAR,59.718650817871094
2022-12-13,PCAR,59.28944778442383
2022-12-14,PCAR,59.6026611328125
2022-12-15,PCAR,58.392242431640625
2022-12-16,PCAR,58.57112121582031
2022-12-19,PCAR,59.095829010009766
2022-12-20,PCAR,59.27470779418945
2022-12-21,PCAR,60.24663543701172
2022-12-22,PCAR,59.519187927246094
2022-12-23,PCAR,59.95445251464844
2022-12-27,PCAR,59.81732177734375
2022-12-28,PCAR,59.1793098449707
2022-12-29,PCAR,58.78578567504883
2022-12-30,PCAR,59.012367248535156
2023-01-03,PCAR,58.69037628173828
2023-01-04,PCAR,58.559207916259766
2023-01-05,PCAR,58.30281066894531
2023-01-06,PCAR,59.81732177734375
2023-01-09,PCAR,59.501285552978516
2023-01-10,PCAR,59.91867446899414
2023-01-11,PCAR,60.258575439453125
2023-01-12,PCAR,60.455318450927734
2023-01-13,PCAR,61.21854782104492
2023-01-17,PCAR,60.586490631103516
2023-01-18,PCAR,59.47149658203125
2023-01-19,PCAR,58.43994903564453
2023-01-20,PCAR,59.14353942871094
2023-01-23,PCAR,60.96809768676758
2023-01-24,PCAR,66.2331314086914
2023-01-25,PCAR,66.07215118408203
2023-01-26,PCAR,66.9188461303711
2023-01-27,PCAR,65.9648208618164
2023-01-30,PCAR,64.86170196533203
2023-01-31,PCAR,65.17774963378906
2023-02-01,PCAR,66.40007019042969
2023-02-02,PCAR,66.54914855957031
2023-02-03,PCAR,65.69649505615234
2023-02-06,PCAR,65.85152435302734
2023-02-07,PCAR,65.7620849609375
2023-02-08,PCAR,64.3519058227539
2023-02-09,PCAR,65.29998016357422
2023-02-10,PCAR,65.28208923339844
2023-02-13,PCAR,65.51542663574219
2023-02-14,PCAR,65.69491577148438
2023-02-15,PCAR,67.22960662841797
2023-02-16,PCAR,67.19369506835938
2023-02-17,PCAR,67.92963409423828
2023-02-21,PCAR,66.2872543334961
2023-02-22,PCAR,65.60518646240234
2023-02-23,PCAR,65.91032409667969
2023-02-24,PCAR,64.88719940185547
2023-02-27,PCAR,64.7166748046875
2023-02-28,PCAR,64.79745483398438
2023-03-01,PCAR,65.560302734375
2023-03-02,PCAR,67.12189483642578
2023-03-03,PCAR,68.37835693359375
2023-03-06,PCAR,68.45913696289062
2023-03-07,PCAR,68.0193862915039
2023-03-08,PCAR,68.17195892333984
2023-03-09,PCAR,66.69110870361328
2023-03-10,PCAR,64.90514373779297
2023-03-13,PCAR,64.09742736816406
2023-03-14,PCAR,65.11157989501953
2023-03-15,PCAR,63.44227981567383
2023-03-16,PCAR,63.585872650146484
2023-03-17,PCAR,61.6473274230957
2023-03-20,PCAR,63.13712692260742
2023-03-21,PCAR,64.11537170410156
2023-03-22,PCAR,63.12815475463867
2023-03-23,PCAR,62.65251541137695
2023-03-24,PCAR,62.7332649230957
2023-03-27,PCAR,63.66665267944336
2023-03-28,PCAR,64.47435760498047
2023-03-29,PCAR,64.93206787109375
2023-03-30,PCAR,64.80644226074219
2023-03-31,PCAR,65.69491577148438
2023-04-03,PCAR,65.55132293701172
2023-04-04,PCAR,63.54100036621094
2023-04-05,PCAR,61.45886993408203
2023-04-06,PCAR,61.46783447265625
2023-04-10,PCAR,62.535823822021484
2023-04-11,PCAR,63.75638198852539
2023-04-12,PCAR,64.7166748046875
2023-04-13,PCAR,64.24999237060547
2023-04-14,PCAR,65.2641372680664
2023-04-17,PCAR,65.74877166748047
2023-04-18,PCAR,65.58722686767578
2023-04-19,PCAR,65.4346694946289
2023-04-20,PCAR,65.13849639892578
2023-04-21,PCAR,65.65003967285156
2023-04-24,PCAR,66.20648193359375
2023-04-25,PCAR,67.13087463378906
2023-04-26,PCAR,65.60518646240234
2023-04-27,PCAR,66.11672973632812
2023-04-28,PCAR,67.03215789794922
2023-05-01,PCAR,67.12189483642578
2023-05-02,PCAR,65.00387573242188
2023-05-03,PCAR,64.28590393066406
2023-05-04,PCAR,63.738433837890625
2023-05-05,PCAR,65.30004119873047
2023-05-08,PCAR,65.3179931640625
2023-05-09,PCAR,65.81159973144531
2023-05-10,PCAR,64.91412353515625
2023-05-11,PCAR,65.01285552978516
2023-05-12,PCAR,65.27310943603516
2023-05-15,PCAR,65.33594512939453
2023-05-16,PCAR,63.507789611816406
2023-05-17,PCAR,64.4173583984375
2023-05-18,PCAR,64.4894027709961
2023-05-19,PCAR,64.615478515625
2023-05-22,PCAR,64.2912826538086
2023-05-23,PCAR,64.2912826538086
2023-05-24,PCAR,63.43574905395508
2023-05-25,PCAR,63.95806884765625
2023-05-26,PCAR,64.25526428222656
2023-05-30,PCAR,64.08415985107422
2023-05-31,PCAR,61.940792083740234
2023-06-01,PCAR,63.05750274658203
2023-06-02,PCAR,66.0113525390625
2023-06-05,PCAR,66.03838348388672
2023-06-06,PCAR,67.17308807373047
2023-06-07,PCAR,68.61398315429688
2023-06-08,PCAR,69.082275390625
2023-06-09,PCAR,69.19036102294922
2023-06-12,PCAR,70.02787780761719
2023-06-13,PCAR,71.57685852050781
2023-06-14,PCAR,70.29804229736328
2023-06-15,PCAR,71.21662902832031
2023-06-16,PCAR,70.81137084960938
2023-06-20,PCAR,70.03688049316406
2023-06-21,PCAR,70.71231079101562
2023-06-22,PCAR,70.34305572509766
2023-06-23,PCAR,70.64025115966797
2023-06-26,PCAR,71.33367919921875
2023-06-27,PCAR,72.36934661865234
2023-06-28,PCAR,72.65751647949219
2023-06-29,PCAR,74.39561462402344
2023-06-30,PCAR,75.33220672607422
2023-07-03,PCAR,75.32318878173828
2023-07-05,PCAR,74.09843444824219
2023-07-06,PCAR,73.68415832519531
2023-07-07,PCAR,74.12543487548828
2023-07-10,PCAR,76.19673156738281
2023-07-11,PCAR,77.56558227539062
2023-07-12,PCAR,77.6556625366211
2023-07-13,PCAR,77.24138641357422
2023-07-14,PCAR,77.14234161376953
2023-07-17,PCAR,78.85340118408203
2023-07-18,PCAR,80.52845764160156
2023-07-19,PCAR,80.15921783447266
2023-07-20,PCAR,79.99711608886719
2023-07-21,PCAR,79.16860961914062
2023-07-24,PCAR,79.88005828857422
2023-07-25,PCAR,77.72769927978516
2023-07-26,PCAR,76.19673156738281
2023-07-27,PCAR,76.86315155029297
2023-07-28,PCAR,76.8541488647461
2023-07-31,PCAR,77.56558227539062
2023-08-01,PCAR,77.83576202392578
2023-08-02,PCAR,77.51155090332031
2023-08-03,PCAR,76.44890594482422
2023-08-04,PCAR,75.5573501586914
2023-08-07,PCAR,76.22374725341797
2023-08-08,PCAR,76.92618560791016
2023-08-09,PCAR,76.92618560791016
2023-08-10,PCAR,76.980224609375
2023-08-11,PCAR,77.28644561767578
2023-08-14,PCAR,77.44852447509766
2023-08-15,PCAR,76.61100006103516
2023-08-16,PCAR,76.39417266845703
2023-08-17,PCAR,75.66238403320312
2023-08-18,PCAR,76.4845199584961
2023-08-21,PCAR,76.41223907470703
2023-08-22,PCAR,76.72845458984375
2023-08-23,PCAR,77.37891387939453
2023-08-24,PCAR,76.09605407714844
2023-08-25,PCAR,76.59292602539062
2023-08-28,PCAR,76.95431518554688
2023-08-29,PCAR,74.85835266113281
2023-08-30,PCAR,74.73185729980469
2023-08-31,PCAR,74.3433837890625
2023-09-01,PCAR,75.45458984375
2023-09-05,PCAR,73.77423095703125
2023-09-06,PCAR,74.75894927978516
2023-09-07,PCAR,75.03001403808594
2023-09-08,PCAR,76.3489990234375
2023-09-11,PCAR,76.99043273925781
2023-09-12,PCAR,76.99043273925781
2023-09-13,PCAR,75.23778533935547
2023-09-14,PCAR,77.57767486572266
2023-09-15,PCAR,76.99043273925781
2023-09-18,PCAR,77.95712280273438
2023-09-19,PCAR,76.94525909423828
2023-09-20,PCAR,77.01753997802734
2023-09-21,PCAR,75.71659851074219
2023-09-22,PCAR,76.72845458984375
2023-09-25,PCAR,77.20726013183594
2023-09-26,PCAR,75.76177978515625
2023-09-27,PCAR,76.62002563476562
2023-09-28,PCAR,77.43313598632812
2023-09-29,PCAR,76.80973815917969
2023-10-02,PCAR,76.57486724853516
2023-10-03,PCAR,75.92440032958984
2023-10-04,PCAR,78.3004150390625
2023-10-05,PCAR,77.90291595458984
2023-10-06,PCAR,79.03219604492188
2023-10-09,PCAR,78.99605560302734
2023-10-10,PCAR,78.3907470703125
2023-10-11,PCAR,78.30945587158203
2023-10-12,PCAR,77.0627212524414
2023-10-13,PCAR,75.68045806884766
2023-10-16,PCAR,76.87299346923828
2023-10-17,PCAR,76.78265380859375
